term	canonical	confidence	sources	source_count	variant_of	synsets	rule_id
bathing suit	bathing_suit	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		swimsuit.n.01|wordnet_noun	trusted_visual_object_label
bathing suits	bathing_suit	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	bathing suit	swimsuit.n.01|wordnet_noun	trusted_visual_object_label
bathing trunks	bathing_trunks	high	lvis_object|wordnet_noun_mwe	2		swimsuit.n.01|wordnet_noun	trusted_visual_object_label
bathing tub	bathing_tub	high	lvis_object|wordnet_noun_mwe	2		bathtub.n.01|wordnet_noun	trusted_visual_object_label
bathing tubs	bathing_tub	high	lvis_object|plural_variant|wordnet_noun_mwe	2	bathing tub	bathtub.n.01|wordnet_noun	trusted_visual_object_label
bathroom accessories	bathroom_accessory	high	openimages_boxable|plural_variant	1	bathroom accessory		trusted_visual_object_label
bathroom accessory	bathroom_accessory	high	openimages_boxable	1			trusted_visual_object_label
bathroom cabinet	bathroom_cabinet	high	openimages_boxable	1			trusted_visual_object_label
bathroom cabinets	bathroom_cabinet	high	openimages_boxable|plural_variant	1	bathroom cabinet		trusted_visual_object_label
bathroom fixtures	bathroom_fixture	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bathroom fixture	bathroom_fixture.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bathroom tissue	bathroom_tissue	high	lvis_object|wordnet_noun_mwe	2		toilet_tissue.n.01|wordnet_noun	trusted_visual_object_label
bathroom tissues	bathroom_tissue	high	lvis_object|plural_variant|wordnet_noun_mwe	2	bathroom tissue	toilet_tissue.n.01|wordnet_noun	trusted_visual_object_label
batter (food)	batter_food	high	lvis_object	1		batter.n.02	trusted_visual_object_label
batter foods	batter_food	high	lvis_object|plural_variant	1	batter (food)	batter.n.02	trusted_visual_object_label
batter s boxes	batter_s_box	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	batter's box	box.n.01|wordnet_noun	vg_object_synset_plus_wordnet
batter's box	batter_s_box	high	visual_genome_object_synset|wordnet_noun_mwe	2		box.n.01|wordnet_noun	vg_object_synset_plus_wordnet
battery charger	battery_charger	high	visual_genome_object_synset|wordnet_noun_mwe	2		charger.n.02|wordnet_noun	vg_object_synset_plus_wordnet
battery chargers	battery_charger	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	battery charger	charger.n.02|wordnet_noun	vg_object_synset_plus_wordnet
batting cage	batting_cage	high	visual_genome_object_synset|wordnet_noun_mwe	2		batting_cage.n.01|wordnet_noun	vg_object_synset_plus_wordnet
batting cages	batting_cage	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	batting cage	batting_cage.n.01|wordnet_noun	vg_object_synset_plus_wordnet
batting glove	batting_glove	high	visual_genome_object_synset|wordnet_noun_mwe	2		batting_glove.n.01|wordnet_noun	vg_object_synset_plus_wordnet
batting gloves	batting_glove	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	batting glove	batting_glove.n.01|wordnet_noun	vg_object_synset_plus_wordnet
batting helmet	batting_helmet	high	visual_genome_object_synset|wordnet_noun_mwe	2		batting_helmet.n.01|wordnet_noun	vg_object_synset_plus_wordnet
batting helmets	batting_helmet	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	batting helmet	batting_helmet.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bay window	bay_window	high	visual_genome_object_synset|wordnet_noun_mwe	2		pot.n.07|wordnet_noun	vg_object_synset_plus_wordnet
bay windows	bay_window	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bay window	pot.n.07|wordnet_noun	vg_object_synset_plus_wordnet
beach ball	beach_ball	high	visual_genome_object_synset|wordnet_noun_mwe	2		beach_ball.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beach balls	beach_ball	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	beach ball	beach_ball.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beach chair	beach_chair	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		deck_chair.n.01|wordnet_noun	trusted_visual_object_label
beach chairs	beach_chair	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	beach chair	deck_chair.n.01|wordnet_noun	trusted_visual_object_label
beach house	beach_house	high	visual_genome_object_synset|wordnet_noun_mwe	2		beach_house.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beach houses	beach_house	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	beach house	beach_house.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beach towel	beach_towel	high	visual_genome_object_synset|wordnet_noun_mwe	2		beach_towel.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beach towels	beach_towel	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	beach towel	beach_towel.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beacon hill	beacon_hill	high	visual_genome_object_synset|wordnet_noun_mwe	2		beacon_hill.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beacon hills	beacon_hill	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	beacon hill	beacon_hill.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bean curd	bean_curd	high	lvis_object|wordnet_noun_mwe	2		bean_curd.n.01|wordnet_noun	trusted_visual_object_label
bean curds	bean_curd	high	lvis_object|plural_variant|wordnet_noun_mwe	2	bean curd	bean_curd.n.01|wordnet_noun	trusted_visual_object_label
bean sprout	bean_sprout	high	visual_genome_object_synset|wordnet_noun_mwe	2		bean.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bean sprouts	bean_sprout	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bean sprout	bean.n.01|bean_sprout.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bear cub	bear_cub	high	visual_genome_object_synset|wordnet_noun_mwe	2		bear_cub.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bear cubs	bear_cub	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bear cub	bear_cub.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bear s ears	bear_s_ear	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bear's ear	ear.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bear's ear	bear_s_ear	high	visual_genome_object_synset|wordnet_noun_mwe	2		ear.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beauty salon	beauty_salon	high	visual_genome_object_synset|wordnet_noun_mwe	2		salon.n.02|wordnet_noun	vg_object_synset_plus_wordnet
beauty salons	beauty_salon	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	beauty salon	salon.n.02|wordnet_noun	vg_object_synset_plus_wordnet
bed cover	bed_cover	high	visual_genome_object_synset|wordnet_noun_mwe	2		bedspread.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bed covering	bed_covering	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		bed.n.01|bedspread.n.01|wordnet_noun	trusted_visual_object_label
bed coverings	bed_covering	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	bed covering	bed.n.01|bedspread.n.01|wordnet_noun	trusted_visual_object_label
bed covers	bed_cover	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bed cover	bedspread.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bed linens	bed_linen	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bed linen	bed_linen.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bed pillow	bed_pillow	high	visual_genome_object_synset|wordnet_noun_mwe	2		bed_pillow.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bed pillows	bed_pillow	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bed pillow	bed_pillow.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bed sheet	bed_sheet	high	visual_genome_object_synset|wordnet_noun_mwe	2		sheet.n.03|wordnet_noun	vg_object_synset_plus_wordnet
bed sheets	bed_sheet	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bed sheet	sheet.n.03|wordnet_noun	vg_object_synset_plus_wordnet
bedroom set	bedroom_set	high	visual_genome_object_synset|wordnet_noun_mwe	2		bedroom_suite.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bedroom sets	bedroom_set	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bedroom set	bedroom_suite.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beef (food)	beef_food	high	lvis_object	1		beef.n.02	trusted_visual_object_label
beef foods	beef_food	high	lvis_object|plural_variant	1	beef (food)	beef.n.02	trusted_visual_object_label
beef stew	beef_stew	high	visual_genome_object_synset|wordnet_noun_mwe	2		beef_stew.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beef stews	beef_stew	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	beef stew	beef_stew.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beer bottle	beer_bottle	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		beer_bottle.n.01|wordnet_noun	trusted_visual_object_label
beer bottles	beer_bottle	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	beer bottle	beer_bottle.n.01|wordnet_noun	trusted_visual_object_label
beer can	beer_can	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		beer.n.01|beer_can.n.01|wordnet_noun	trusted_visual_object_label
beer cans	beer_can	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	beer can	beer.n.01|beer_can.n.01|wordnet_noun	trusted_visual_object_label
beer glass	beer_glass	high	visual_genome_object_synset|wordnet_noun_mwe	2		beer_glass.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beer glasses	beer_glass	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	beer glass	beer_glass.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beer mug	beer_mug	high	visual_genome_object_synset|wordnet_noun_mwe	2		beer_mug.n.01|wordnet_noun	vg_object_synset_plus_wordnet
beer mugs	beer_mug	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	beer mug	beer_mug.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bell pepper	bell_pepper	high	lvis_object|openimages_boxable|visual_genome_object_synset|wordnet_noun_mwe	4		bell_pepper.n.02|sweet_pepper.n.01|wordnet_noun	trusted_visual_object_label
bell peppers	bell_pepper	high	lvis_object|openimages_boxable|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	4	bell pepper	bell_pepper.n.02|sweet_pepper.n.01|wordnet_noun	trusted_visual_object_label
bell tower	bell_tower	high	visual_genome_object_synset|wordnet_noun_mwe	2		bell_tower.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bell towers	bell_tower	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bell tower	bell_tower.n.01|wordnet_noun	vg_object_synset_plus_wordnet
belly button	belly_button	high	visual_genome_object_synset|wordnet_noun_mwe	2		navel.n.01|wordnet_noun	vg_object_synset_plus_wordnet
belly buttons	belly_button	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	belly button	navel.n.01|wordnet_noun	vg_object_synset_plus_wordnet
belt buckle	belt_buckle	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		belt_buckle.n.01|wordnet_noun	trusted_visual_object_label
belt buckles	belt_buckle	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	belt buckle	belt_buckle.n.01|wordnet_noun	trusted_visual_object_label
best man	best_man	high	visual_genome_object_synset|wordnet_noun_mwe	2		man.n.01|wordnet_noun	vg_object_synset_plus_wordnet
best men	best_man	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	best man	man.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bicycle helmet	bicycle_helmet	high	openimages_boxable	1			trusted_visual_object_label
bicycle helmets	bicycle_helmet	high	openimages_boxable|plural_variant	1	bicycle helmet		trusted_visual_object_label
bicycle rack	bicycle_rack	high	visual_genome_object_synset|wordnet_noun_mwe	2		bicycle_rack.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bicycle racks	bicycle_rack	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bicycle rack	bicycle_rack.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bicycle seat	bicycle_seat	high	visual_genome_object_synset|wordnet_noun_mwe	2		bicycle_seat.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bicycle seats	bicycle_seat	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bicycle seat	bicycle_seat.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bicycle wheel	bicycle_wheel	high	openimages_boxable|visual_genome_object_synset|wordnet_noun_mwe	3		bicycle_wheel.n.01|wordnet_noun	trusted_visual_object_label
bicycle wheels	bicycle_wheel	high	openimages_boxable|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	bicycle wheel	bicycle_wheel.n.01|wordnet_noun	trusted_visual_object_label
bike (bicycle)	bike_bicycle	high	lvis_object	1		bicycle.n.01	trusted_visual_object_label
bike bicycles	bike_bicycle	high	lvis_object|plural_variant	1	bike (bicycle)	bicycle.n.01	trusted_visual_object_label
billiard table	billiard_table	high	lvis_object|openimages_boxable|wordnet_noun_mwe	3		pool_table.n.01|wordnet_noun	trusted_visual_object_label
billiard tables	billiard_table	high	lvis_object|openimages_boxable|plural_variant|wordnet_noun_mwe	3	billiard table	pool_table.n.01|wordnet_noun	trusted_visual_object_label
birch trees	birch_tree	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	birch tree	birch.n.02|wordnet_noun	vg_object_synset_plus_wordnet
bird feeder	bird_feeder	high	visual_genome_object_synset|wordnet_noun_mwe	2		bird_feeder.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bird feeders	bird_feeder	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bird feeder	bird_feeder.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bird nest	bird_nest	high	visual_genome_object_synset|wordnet_noun_mwe	2		bird's_nest.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bird nests	bird_nest	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bird nest	bird's_nest.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bird s eyes	bird_s_eye	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	bird's eye	eye.n.01|wordnet_noun	vg_object_synset_plus_wordnet
bird's eye	bird_s_eye	high	visual_genome_object_synset|wordnet_noun_mwe	2		eye.n.01|wordnet_noun	vg_object_synset_plus_wordnet
birthday cake	birthday_cake	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		birthday_cake.n.01|wordnet_noun	trusted_visual_object_label
birthday cakes	birthday_cake	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	birthday cake	birthday_cake.n.01|wordnet_noun	trusted_visual_object_label
birthday card	birthday_card	high	lvis_object|wordnet_noun_mwe	2		birthday_card.n.01|wordnet_noun	trusted_visual_object_label
birthday cards	birthday_card	high	lvis_object|plural_variant|wordnet_noun_mwe	2	birthday card	birthday_card.n.01|wordnet_noun	trusted_visual_object_label
biscuit (cookie)	biscuit_cookie	high	lvis_object	1		cookie.n.01	trusted_visual_object_label
biscuit cookies	biscuit_cookie	high	lvis_object|plural_variant	1	biscuit (cookie)	cookie.n.01	trusted_visual_object_label
blinder (for horses)	blinder_for_horses	high	lvis_object	1		winker.n.02	trusted_visual_object_label
blow dryer	blow_dryer	high	visual_genome_object_synset|wordnet_noun_mwe	2		hand_blower.n.01|wordnet_noun	vg_object_synset_plus_wordnet
blow dryers	blow_dryer	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	blow dryer	hand_blower.n.01|wordnet_noun	vg_object_synset_plus_wordnet
boat deck	boat_deck	high	visual_genome_object_synset|wordnet_noun_mwe	2		boat_deck.n.01|wordnet_noun	vg_object_synset_plus_wordnet
boat decks	boat_deck	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	boat deck	boat_deck.n.01|wordnet_noun	vg_object_synset_plus_wordnet
boat paddle	boat_paddle	high	lvis_object|wordnet_noun_mwe	2		paddle.n.04|wordnet_noun	trusted_visual_object_label
boat paddles	boat_paddle	high	lvis_object|plural_variant|wordnet_noun_mwe	2	boat paddle	paddle.n.04|wordnet_noun	trusted_visual_object_label
bobby pin	bobby_pin	high	lvis_object|wordnet_noun_mwe	2		bobby_pin.n.01|wordnet_noun	trusted_visual_object_label
bobby pins	bobby_pin	high	lvis_object|plural_variant|wordnet_noun_mwe	2	bobby pin	bobby_pin.n.01|wordnet_noun	trusted_visual_object_label
body hair	body_hair	high	visual_genome_object_synset|wordnet_noun_mwe	2		body_hair.n.01|wordnet_noun	vg_object_synset_plus_wordnet
body hairs	body_hair	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	body hair	body_hair.n.01|wordnet_noun	vg_object_synset_plus_wordnet
body stocking	body_stocking	high	visual_genome_object_synset|wordnet_noun_mwe	2		body.n.01|wordnet_noun	vg_object_synset_plus_wordnet
body stockings	body_stocking	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	body stocking	body.n.01|wordnet_noun	vg_object_synset_plus_wordnet
body suit	body_suit	high	visual_genome_object_synset|wordnet_noun_mwe	2		leotard.n.01|wordnet_noun	vg_object_synset_plus_wordnet
body suits	body_suit	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	body suit	leotard.n.01|wordnet_noun	vg_object_synset_plus_wordnet
boeuf (food)	boeuf_food	high	lvis_object	1		beef.n.02	trusted_visual_object_label
boeuf foods	boeuf_food	high	lvis_object|plural_variant	1	boeuf (food)	beef.n.02	trusted_visual_object_label
boiled egg	boiled_egg	high	lvis_object|wordnet_noun_mwe	2		boiled_egg.n.01|wordnet_noun	trusted_visual_object_label
