term	canonical	role	source	source_type	parent_type	confidence	raw_name	source_url
chanel (jacket)	chanel (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	chanel (jacket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
chartreuse	chartreuse	color_attribute	css_color_4	color	color	high	chartreuse	https://www.w3.org/TR/css-color-4/
check	check	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	check	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
checkered	checkered	pattern_attribute	ovad	clothes pattern	pattern	high	clothes pattern:plaid/tartan/checkered	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
checkered	checkered	pattern_attribute	ovad	pattern	pattern	high	pattern:plaid/tartan/checkered	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
checkered	checkered	pattern_attribute	paco	pattern marking	pattern marking	high	checkered	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
checkered	checkered	pattern_attribute	vaw	pattern	pattern	high	checkered	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cheesy	cheesy	attribute	vaw	other	other	low	cheesy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cheetah	cheetah	motif_attribute	fashionpedia	animal	animal	medium	cheetah	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
chelsea (collar)	chelsea (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	chelsea (collar)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
chemise (dress)	chemise (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	chemise (dress)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
cheongsams	cheongsams	fashion_style_attribute	fashionpedia	nickname	nickname	medium	cheongsams	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
chequered	chequered	texture_attribute	dtd	texture	texture	high	chequered	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
chevron	chevron	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	chevron	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
chocolate	chocolate	color_attribute	css_color_4	color	color	high	chocolate	https://www.w3.org/TR/css-color-4/
chocolate	chocolate	material_attribute	vaw	material	material	high	chocolate	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
choker (neck)	choker (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	choker (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
chopped	chopped	attribute	vaw	other	other	low	chopped	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
choppy	choppy	texture_attribute	vaw	texture	texture	high	choppy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
christmas	christmas	attribute	vaw	other	other	low	christmas	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
chrome	chrome	material_attribute	vaw	material	material	high	chrome	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
chubby	chubby	attribute	vaw	other	other	low	chubby	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
circle	circle	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	circle	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
circular	circular	shape_attribute	vaw	shape	shape	high	circular	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
circular flounce (sleeve)	circular flounce (sleeve)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	circular flounce (sleeve)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
clapping	clapping	activity_attribute	vaw	hand movement	hand movement	high	clapping	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
classic (t shirt)	classic (t shirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	classic (t-shirt)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
classic military (jacket)	classic military (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	classic military (jacket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
classical	classical	attribute	vaw	other	other	low	classical	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
clay	clay	material_attribute	ovad	material	material	high	material:asphalt/cement/clay/concrete/stucco	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
clay	clay	material_attribute	vaw	material	material	high	clay	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
clean	clean	condition_attribute	ovad	cleanliness	cleanliness	high	cleanliness:clean/neat	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
clean	clean	condition_attribute	vaw	cleanliness	cleanliness	high	clean	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
clear	clear	opacity_attribute	vaw	opaqeness	opaqeness	high	clear	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
clear	clear	weather_attribute	vaw	weather	weather	high	clear	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
climbing	climbing	activity_attribute	vaw	activity	activity	high	climbing	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
close	close	spatial_attribute	vaw	closeness	closeness	high	close	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
closed	closed	state_attribute	ovad	state	state	high	state:closed	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
closed	closed	state_attribute	vaw	state	state	high	closed	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cloth	cloth	material_attribute	ovad	material	material	high	material:textile/cloth/fabric/denim/cotton/jean/silk/plush	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
cloth	cloth	material_attribute	vaw	material	material	high	cloth	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cloudless	cloudless	weather_attribute	vaw	weather	weather	high	cloudless	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cloudy	cloudy	weather_attribute	vaw	weather	weather	high	cloudy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cluttered	cluttered	order_attribute	ovad	order	order	high	order:messy/disordered/unordered/disorganized/unorganized/cluttered/untidy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
cluttered	cluttered	attribute	vaw	other	other	low	cluttered	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cobblestone	cobblestone	material_attribute	ovad	material	material	high	material:stone/granite/cobblestone/gravel/marble/pebbled/rocky/sandy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
cobblestone	cobblestone	material_attribute	vaw	material	material	high	cobblestone	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cobwebbed	cobwebbed	texture_attribute	dtd	texture	texture	high	cobwebbed	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
collared	collared	attribute	vaw	other	other	low	collared	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
collarless	collarless	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	collarless	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
collection	collection	group_attribute	ovad	group	group	high	group:group/bunch/collection	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
colorful	colorful	color_attribute	ovad	color quantity	color quantity	high	color quantity:multicolored/colorful	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
colorful	colorful	color_attribute	vaw	color quantity	color quantity	high	colorful	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
colorless	colorless	color_attribute	vaw	color quantity	color quantity	high	colorless	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
concentrating	concentrating	attribute	vaw	other	other	low	concentrating	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
concrete	concrete	material_attribute	ovad	material	material	high	material:asphalt/cement/clay/concrete/stucco	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
concrete	concrete	material_attribute	vaw	material	material	high	concrete	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
conical	conical	shape_attribute	vaw	shape	shape	high	conical	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cooked	cooked	food_state_attribute	ovad	cooked	cooked	high	cooked:cooked/baked/warmed	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
cooked	cooked	attribute	vaw	other	other	low	cooked	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cooking	cooking	activity_attribute	vaw	activity	activity	high	cooking	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
copper zinc	copper zinc	material_attribute	ovad	material	material	high	material:metal/metallic/aluminum/brass/copper-zinc/iron/stainless steel/steel/silver	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
coral	coral	color_attribute	css_color_4	color	color	high	coral	https://www.w3.org/TR/css-color-4/
cornflowerblue	cornflowerblue	color_attribute	css_color_4	color	color	high	cornflowerblue	https://www.w3.org/TR/css-color-4/
cornsilk	cornsilk	color_attribute	css_color_4	color	color	high	cornsilk	https://www.w3.org/TR/css-color-4/
cotton	cotton	material_attribute	ovad	material	material	high	material:textile/cloth/fabric/denim/cotton/jean/silk/plush	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
covered	covered	state_attribute	ovad	state	state	high	state:covered	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
covered in sugar	covered in sugar	attribute	vaw	other	other	low	covered in sugar	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cowl (neck)	cowl (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	cowl (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
cracked	cracked	texture_attribute	dtd	texture	texture	high	cracked	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
cracked	cracked	state_attribute	ovad	state	state	high	state:cracked	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
cracked	cracked	state_attribute	vaw	state	state	high	cracked	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
cream colored	cream colored	color_attribute	vaw	color	color	high	cream colored	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
crew (neck)	crew (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	crew (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
crimson	crimson	color_attribute	css_color_4	color	color	high	crimson	https://www.w3.org/TR/css-color-4/
crochet	crochet	material_attribute	paco	material	material	high	crochet	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
crocheted	crocheted	attribute	vaw	other	other	low	crocheted	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
crocodile	crocodile	material_attribute	fashionpedia	leather	leather	medium	crocodile	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
crop (jacket)	crop (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	crop (jacket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
crop (pants)	crop (pants)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	crop (pants)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
crop (top)	crop (top)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	crop (top)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
crossed	crossed	attribute	vaw	other	other	low	crossed	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
crosshatched	crosshatched	texture_attribute	dtd	texture	texture	high	crosshatched	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
crossing legs	crossing legs	attribute	vaw	other	other	low	crossing legs	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
crossover (neck)	crossover (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	crossover (neck)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
crouching	crouching	pose_attribute	vaw	pose	pose	high	crouching	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
crowded	crowded	attribute	vaw	other	other	low	crowded	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
